id,hotel_name,hotel_description,star_classification,auto_confirmation,triggers,hotel_classification,longitude,latitude,provider,hotel_address,trip_advisor_link,hotel_image,country,city,micro_location,hotel_status,start_date,end_date,vendor_id,updated_by,created_at,updated_at,additional_data_1,markup,sub_description,deleted_at,temp_column
663,Sky Gem Hotel Ben Thanh,"<p>Sky Gem Hotel - Ben Thanh offers contemporary rooms just a short 3-minute stroll from Ben Thanh Market and Ben Thanh Street Food Market, in the heart of downtown Ho Chi Minh City. The hotel features modern amenities, including an on-site restaurant, fitness center, and free WiFi access throughout the property. The well-appointed rooms come with hardwood flooring, classic wood furnishings, a cable flat-screen TV, minibar, and tea/coffee making facilities. En suite bathrooms are equipped with a shower, hairdryer, and slippers. Guests can enjoy a buffet breakfast and savor international and Vietnamese dishes at the restaurant, which also serves lunch and dinner. For relaxation, guests can enjoy a soothing massage or use the hotel’s business center. The hotel’s tour desk assists with car rentals and currency exchanges. Sky Gem Hotel is located just 250 meters from Mariamman Hindu Temple and 350 meters from the Reunification Palace, with Tan Son Nhat International Airport 7 km away.</p>",4,0,0,4,10.7752878186796,106.696859161378,1,"48 -50 Th_ Khoa Huân, Ph__ng B_n Thành, Qu_n 1, H_ Chí Minh 70000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g293925-d27532051-Reviews-Sky_Gem_Hotel_Ben_Thanh-Ho_Chi_Minh_City.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/DrSJbBpiVqP7JEcnji7s6giDqsK2IuyUrHTtMaCf.png,VN,Saigon,Saigon,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 08:59:38,USD,18,"Modern hotel near Ben Thanh Market with stylish rooms, restaurant, fitness center, and convenient city access.",,
664,Sky Gem Hotel Central,"<p>Sky Gem Central Hotel combines a cozy, welcoming atmosphere with sophisticated elegance, reflecting the modern vibrancy of Ho Chi Minh City (formerly Saigon) while evoking the tranquil grandeur of the historic ""Hon Ngoc Vien Dong"" (Pearl of the Orient). Located in the heart of the city's economic hub, this hotel offers a harmonious blend of contemporary design and classic charm. Guests can enjoy a refined and comfortable stay with modern amenities that cater to both business and leisure needs, making Sky Gem Central Hotel the perfect choice for those looking to experience the best of Ho Chi Minh City.</p>",4,0,0,4,10.7778080880932,106.705020023276,1,"26-28 _. _ông Du, B_n Nghé, Qu_n 1, H_ Chí Minh 70000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g293925-d19139787-Reviews-Sky_Gem_Central_Hotel-Ho_Chi_Minh_City.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/HfCM0BSUXRbVvNOi9Mnr9wGG986yyrbv53SWEyrt.jpg,VN,Saigon,Saigon,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 09:00:00,USD,18,"Elegant hotel blending modern vibrancy with classic charm, offering comfort and convenience in Ho Chi Minh City.",,
665,Sky Gem Hotel Sora,"<p>Sky Gem Hotel Sora is a charming retreat nestled in the heart of Ho Chi Minh City, just a 5-minute drive from the bustling Ben Thanh Market. This modern hotel places guests within walking distance of iconic attractions such as the Reunification Palace, Notre Dame Cathedral, and the Central Post Office. Each air-conditioned room features a seating area, flat-screen cable TV, personal safe, and private bathroom with a hairdryer, ensuring a comfortable stay. Guests can enjoy delicious Vietnamese and Western cuisine at the in-house restaurant, stay connected with complimentary Wi-Fi, and make use of services like luggage storage, laundry, and tour arrangements. Conveniently located, Sky Gem Hotel Sora offers easy access to Vincom Centre and Tan Son Nhat International Airport, making it a perfect choice for travelers.</p>",4,0,0,4,10.7794027695447,106.7045873,1,"11-13 Thái V_n Lung, B_n Nghé, Qu_n 1, H_ Chí Minh, Vietnam",https://www.tripadvisor.com/Hotel_Review-g293925-d5038746-Reviews-Sky_Gem_Hotel_Sora-Ho_Chi_Minh_City.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/mlNn2ZamaaFCtegFQiU0t6H0Ga6x1E3hEu1oyMJK.jpg,VN,Saigon,Saigon,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 09:00:24,USD,18,"Charming hotel with modern amenities, in-house dining, free Wi-Fi, and easy access to top city attractions.",,
666,Hotel Equatorial Ho Chi Minh City,"<p>Hotel Equatorial Ho Chi Minh City is a premier destination situated at the convergence of the city’s four main districts, offering unparalleled convenience and connectivity. Designed to cater to both business and leisure travelers, the hotel features 333 meticulously crafted guestrooms and suites, including non-smoking floors for added comfort. Guests can savor exceptional dining at the Orientica Seafood Restaurant &amp; Bar or Chit Chat at the Café and unwind at the recreational center with its open-air swimming pool, swim-up bar, gym, spa, and massage services. For events and meetings, the hotel provides state-of-the-art facilities accommodating up to 1,250 attendees, making it an exceptional choice for any occasion in Ho Chi Minh City.</p>",4,0,0,4,10.7641150651331,106.678842923276,1,"242 _. Tr_n Bình Tr_ng, Ph__ng 4, Qu_n 5, H_ Chí Minh 70000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g293925-d301700-Reviews-Hotel_Equatorial_Ho_Chi_Minh_City-Ho_Chi_Minh_City.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/2LASKmBYEMSe7b6L168HC63wjW6wa2ML1ASutHKY.jpg,VN,Saigon,Saigon,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 09:00:50,USD,18,"Luxury 5-star hotel with exceptional dining, pool, gym, spa, and event facilities in central Ho Chi Minh City.",,
667,Hotel Grand Saigon,"<p>The Grand Hotel Saigon, established in 1930 and restored in 1997, is one of Ho Chi Minh City’s most historic and charming accommodations. Nestled in the scenic riverside area, the hotel is within walking distance of major commercial and entertainment hubs. Retaining its elegant French colonial style, it offers an ideal setting for both business and leisure. Guests can choose from well-appointed rooms and luxurious suites, providing ample space to work, unwind, or relax. With a warm atmosphere, attentive staff, and a wide range of services, the Grand ensures every stay is enjoyable. Whether for a relaxing holiday or a productive business trip, the Grand Hotel Saigon promises comfort and satisfaction from the moment you arrive.</p>",4,0,0,4,10.7751718716905,106.70525926931,1,"8 _. __ng Kh_i, B_n Nghé, Qu_n 1, H_ Chí Minh, Vietnam",https://www.tripadvisor.com/Hotel_Review-g293925-d302751-Reviews-Hotel_Grand_Saigon-Ho_Chi_Minh_City.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/THSrOco8EKgf5nNAtxDJ5n4f0pSoxWyay3smtK2o.png,VN,Saigon,Saigon,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 10:37:18,USD,18,"Historic French colonial-style hotel offering elegant rooms, attentive service, and a prime riverside location.",,
668,Alisia Beach Hotel Da Nang,"<p>Alisia Beach Hotel Da Nang is ideally located just steps away from My Khe Beach, offering a perfect blend of comfort and convenience. This contemporary hotel features allergy-free rooms, an outdoor swimming pool, and free WiFi throughout the property. Guests can enjoy delicious meals at the on-site restaurant or relax with room service. The hotel provides a variety of family rooms and air-conditioned accommodations equipped with modern amenities such as a flat-screen TV, minibar, safety deposit box, and private bathroom. Some rooms also feature a kitchen with a fridge and stovetop. The hotel serves an Asian breakfast, perfect for starting your day. Conveniently located, Alisia Beach Hotel is just 4.4 km from Song Han Bridge and 8 km from Da Nang International Airport, with a paid shuttle service available.</p>",3,0,0,4,16.0931600916766,108.250888184655,1,"19 ___ng Hoàng Sa, Th_ Quang, S_n Trà, _à N_ng 50000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g298085-d14158009-Reviews-Alisia_Hotel-Da_Nang.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/MHqZJuSJOCiRoTBTyprX9R3fA4oyKo3DgpAeQUpB.jpg,VN,Danang,Danang,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 11:10:30,USD,18,"Contemporary beachfront hotel with family-friendly rooms, pool, restaurant, and easy access to Da Nang's attractions.",,
669,Hoang Sa Hotel,"<p>Hoang Sa Hotel is conveniently located on the Son Tra Peninsula, just a short 5-minute walk from the beach and 10 minutes by taxi to Da Nang International Airport. Situated near the iconic Han River Bridge and the heart of Da Nang City, this 3-star hotel offers comfortable and competitively priced rooms, all furnished to a high standard. The hotel features a restaurant, conference facilities equipped with the latest technology, and offers travel services to enhance your stay. Additionally, guests can enjoy free high-speed wireless internet access throughout the hotel.</p>",3,0,0,4,16.0696153132102,108.238110223276,1,"54-56 D. _ình Ngh_, An H_i B_c, S_n Trà, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g298085-d4339766-Reviews-Hoang_Sa_Hotel-Da_Nang.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/4tYtbCfhKmjapKPdS2mRkA7qIs2k3tKqRv9ftPN3.jpg,VN,Danang,Danang,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 11:10:44,USD,18,"Comfortable hotel near Son Tra Peninsula with beach access, restaurant, conference facilities, and free Wi-Fi.",,
670,Alani Hotel & Spa,"<p>Alani Hotel &amp; Spa, located just 180 meters from My Khe Beach, offers an unforgettable stay with stunning sea views from select rooms featuring private balconies. Guests can enjoy a swim in the rooftop infinity pool or relax with a cocktail on the sunbeds. The hotel’s modern, air-conditioned rooms are equipped with essential amenities, including free Wi-Fi. Alani Hotel &amp; Spa provides a variety of services at reasonable rates, such as massages, airport pickup, and meals. The 24-hour front desk offers assistance with tour arrangements, water activities, and car rentals. The in-house restaurant serves fresh seafood and delicious Vietnamese dishes, while other facilities include a gym, sauna, steam bath, coffee shop, and bar. Conveniently located near Da Nang International Airport, Han Market, and major shopping centers, the hotel is also a 45-minute drive from the Golden Bridge and Hoi An.</p>",4,0,0,4,16.0551105354351,108.245980353965,1,"136-138 Tr_n B_ch __ng, B_c M_ Phú, Ng_ Hành S_n, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g298085-d12123736-Reviews-Alani_Hotel_Spa-Da_Nang.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/M2zoOuaSSLTmWxSxo8rbYls0lwE7X0YAzfaae7MY.jpg,VN,Danang,Danang,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 11:11:00,USD,18,"Seaside hotel with rooftop infinity pool, spa, and easy access to My Khe Beach and top attractions.",,
671,Aria Grand Hotel Da Nang,"Discover the charming Aria Grand Hotel & Spa, located just a 5-minute walk from My Khe Beach and a short drive from popular attractions in Da Nang. The hotel offers well-appointed rooms with balconies or large windows, making it an ideal choice for couples and families. Enjoy a complimentary daily buffet breakfast, relax at the rooftop pool, unwind in the sauna, or stay active in the gym. The hotel also features a sky lounge, perfect for taking in panoramic views of the city. With reliable WiFi and smart TVs in each room, your stay promises both comfort and convenience. Whether you're looking for relaxation or celebrating a special occasion, Aria Grand Hotel & Spa provides an unforgettable experience.",4,0,0,4,16.0529928874181,108.2442964,1,"63 - 65 - 67 Phan Tôn, B_c M_ Phú, Ng_ Hành S_n, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g298085-d14800987-Reviews-Aria_Grand_Da_Nang_Hotel_Spa-Da_Nang.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/491384224.jpg?k=1e7f741daa8b753f930bc067f22066a84c5556ad8c2624efe5362c4107302c99&o=&hp=1,VN,Danang ,Danang ,1,2024-11-23,2025-12-31,635,,2024-11-27 00:00:00,2024-11-27 00:00:00,,18,"Charming hotel near My Khe Beach with rooftop pool, sky lounge, and modern amenities for a memorable stay.",,
672,BlueSun Beach Hotel,"<p>BlueSun Danang Beach Hotel is a stylish and modern retreat set on the picturesque Da Nang beachfront, offering an exceptional stay for both leisure and business travelers. The hotel features 110 elegantly designed rooms and suites, providing a blend of comfort and sophistication. Guests can savor culinary delights at the luxurious restaurant, enjoy breathtaking views of My Khe Beach from the ocean terrace, and relax with a drink from the café and bar. Additional amenities include an indoor swimming pool and a world-class spa for ultimate relaxation. BlueSun is your gateway to exploring the vibrant culture and beauty of Da Nang, making it the perfect choice for any visit.</p>",4,0,0,4,16.0677485546317,108.244904984655,1,"230 Võ Nguyên Giáp, Ph__c M_, S_n Trà, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g298085-d10153833-Reviews-Bluesun_Danang_Beach_Hotel-Da_Nang.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/4kmZoT8BDb9b5Rrn5rX9yzPNoojvDtpfP1nECC4X.jpg,VN,Danang,Danang,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 08:54:38,USD,18,"Stylish and modern BlueSun Danang Hotel on My Khe Beach, ideal for leisure and business travelers.",,
673,Cicilia Danang Hotel & Spa,"Cicilia Hotels & Spa Danang is a charming beachfront retreat located in the heart of My Khe Beach, Danang, Vietnam. Perfectly positioned along the East Sea, this hotel offers an idyllic escape with easy access to the pristine sands and crystal-clear waters. Guests can enjoy the convenience of the beach just steps away, perfect for sunbathing, leisurely strolls, and water activities such as swimming and jet skiing. Cicilia Hotels & Spa features a range of thoughtfully designed rooms and suites, ideal for solo travelers, couples, and families, ensuring comfort and relaxation throughout your stay. With modern facilities and an inviting atmosphere, Cicilia provides an unforgettable coastal experience.",4,0,0,4,16.0534604478917,108.246290192783,1," 6-8-10 _. __ Bá, B_c M_ Phú, Ng_ Hành S_n, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g298085-d8431339-Reviews-Cicilia_Hotels_Spa_Danang-Da_Nang.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/374866069.jpg?k=7d7a968b8747d26112bffb6f45c5b8581cf4d410b46719d5334e44649362b96b&o=&hp=1,VN,Danang ,Danang ,1,2024-11-23,2025-12-31,635,,2024-11-27 00:00:00,2024-11-27 00:00:00,,18,"Cicilia Hotels & Spa Danang offers beachfront comfort with modern rooms, water activities, and a relaxing atmosphere.",,
674,Eden Plaza Da Nang,"Eden Plaza Danang is a hotel located in the heart of Da Nang, just minutes from the airport and close to the city’s stunning beaches. The hotel blends classic European and modern architecture, offering over 110 luxurious rooms designed for both business and leisure travelers. With easy access to nearby UNESCO heritage sites, guests can explore the area’s rich cultural heritage. Eden Plaza Danang is equipped with extensive event facilities, including conference rooms and fine dining restaurants, perfect for large events, conferences, and weddings. The hotel’s professional, enthusiastic staff ensures a relaxing and memorable stay.",4,0,0,4,16.0493184624256,108.216274638621,1,"07 Duy Tân, Hoà C__ng B_c, H_i Châu, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g298085-d4346231-Reviews-Eden_Plaza_Da_Nang_Hotel-Da_Nang.html,https://cf.bstatic.com/xdata/images/hotel/max1024x768/223681613.jpg?k=701bbf5eedc4108e1ebecfd0d6fffcbf2a78a5d6da1783d0c5b4089472a3ab80&o=&hp=1,VN,Danang ,Danang ,1,2024-11-23,2025-12-31,635,,2024-11-27 00:00:00,2024-11-27 00:00:00,,18,"Eden Plaza Danang combines classic European and modern architecture, offering luxury rooms, event spaces, and proximity to beaches and cultural sites.",,
675,Grand Gold Hotel,"<p>Grand Gold Hotel Da Nang is a hotel located at the scenic Man Thai Beach, offering a blend of modern comfort and natural coastal beauty. Established in 2018, the hotel features 107 tastefully designed rooms, suites, and apartments, ideal for both leisure and business travelers. With its prime beachfront location, just 15 minutes from Da Nang International Airport, the hotel provides a perfect setting for vacations, events, and weddings. Guests can enjoy the serene surroundings, along with exceptional hospitality and modern amenities for a memorable stay.</p>",4,0,0,4,16.0946754508127,108.251291053965,1,"Lo 1- A2.2 Hoàng Sa, Th_ Quang, S_n Trà, _à N_ng 50000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g15339118-d14932943-Reviews-Grand_Gold_Hotel-Tho_Quang_Son_Tra_Peninsula_Da_Nang.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/zNxga33AQyNshFA5nrY0HfPtYUV4RAz8QXZFAgy7.png,VN,Danang,Danang,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 08:52:35,USD,18,"Grand Gold Hotel Da Nang offers beachfront luxury with modern rooms, event spaces, and scenic coastal views, perfect for both leisure and business.",,
676,DLG Hotel Da Nang,"DLG Hotel Danang is an internationally standard hotel located at 258 Vo Nguyen Giap Street, offering stunning views of My Khe Beach, one of the most attractive beaches in the world, as recognized by Forbes. Known for its slogan, ""Sonata of the Sea,"" the hotel provides a peaceful, natural, and relaxing atmosphere perfect for a rejuvenating stay. Guests can enjoy high-end accommodations, a variety of dining options, entertainment, event facilities, and a spa. DLG Hotel Danang ensures a memorable and luxurious experience, making it a top choice for those visiting the beautiful Da Nang beach city.",5,0,0,4,16.059326674989,108.2465816,1,"258 Võ Nguyên Giáp, Ph__c M_, S_n Trà, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g298085-d14094174-Reviews-DLG_Hotel_Danang-Da_Nang.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/27/3c/a2/toan-c-nh-khach-s-n.jpg?w=700&h=-1&s=1,VN,Danang ,Danang ,1,2024-11-23,2025-12-31,635,,2024-11-27 00:00:00,2024-11-27 00:00:00,,18,"DLG Hotel Danang offers luxurious accommodations with stunning views of My Khe Beach, along with dining, events, and a spa for a relaxing stay in Da Nang.",,
677,Grand Mercure Danang,"<p>Located on Green Island in the heart of Danang city, Grand Mercure Danang is just 5 minutes from the airport. This modern hotel boasts 272 rooms, each offering stunning ocean or mountain views. Guests can enjoy a variety of dining options, including a Brasserie, a specialty Chinese restaurant, and a lobby bar. The hotel also features an exclusive Privilege Club lounge on the 21st floor. For business needs, there are five meeting rooms and a Grand Ballroom with a capacity of up to 800 delegates. Additional amenities include a spa, swimming pool, tennis court, and fitness center, ensuring a comfortable and relaxing stay.</p>",5,0,0,4,16.0490220063689,108.2267041,1,"Zone Of The Villas Of Green Island, Lot A1, H_i Châu, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g298085-d2151597-Reviews-Grand_Mercure_Danang-Da_Nang.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/v1Sy1jVB7PU4T1cvvz194qLOaEinDeRdkqJmmEk8.jpg,VN,Danang,Danang,1,2024-12-19,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-19 05:51:02,USD,18,"Grand Mercure Danang, located on Green Island, offers stunning ocean and mountain views, dining options, a spa, fitness center, and event spaces, ensuring a luxurious and convenient stay.",,
678,Grand Tourane Hotel,"<p>Grand Tourane Hotel Danang is ideally located just 5 km from Da Nang International Airport and a few steps from the stunning My Khe Beach. The hotel offers an outdoor swimming pool and complimentary WiFi throughout the property. It is conveniently situated only 2.3 km from Song Han Bridge and 2.5 km from My An Beach, with the city center just 3 km away. Rooms are designed with traditional Vietnamese-style décor and are equipped with a minibar, electric kettle, and a private bathroom with heated showers. Air conditioning is available in all rooms for comfort. The hotel features a 24-hour front desk, a relaxing garden, and a tour desk for travel arrangements, with airport transfers available at an additional charge. Guests can enjoy authentic Vietnamese cuisine at the on-site restaurant.</p>",5,0,0,4,16.0623652805452,108.2458912,1,"252 Võ Nguyên Giáp, Ph__c M_, S_n Trà, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g298085-d9853219-Reviews-Grand_Tourane_Hotel-Da_Nang.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/MLiJlR1khS1BoFmJzPyt0610AgqHKD1xQp0LuhDk.jpg,VN,Danang,Danang,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 08:51:12,USD,18,"Grand Tourane Hotel Danang, located near My Khe Beach, offers traditional Vietnamese-style rooms, an outdoor pool, restaurant, and tour services, ensuring comfort and convenience for guests.",,
679,Muong Thanh Luxury Da Nang Hotel,"<p>M__ng Thanh Luxury _à N_ng Hotel offers beachfront accommodations just a 47-meter walk from My Khe Beach, featuring a spa, wellness center, and in-house restaurant with free WiFi throughout. The hotel is located 2.2 km from Love Lock Bridge and 2.6 km from Asia Park, with Da Nang International Airport just 5 km away. Rooms are equipped with flat-screen TVs, iPod docking stations, and private bathrooms with bathrobes and slippers, some offering seating areas with views of the sea or city. The hotel provides a 24-hour front desk, business center, banquet facilities, and an on-site karaoke lounge for guest entertainment.</p>",5,0,0,4,16.0544804712339,108.247449430689,1,"270 Võ Nguyên Giáp, B_c M_ Phú, Ng_ Hành S_n, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g15296807-d12442239-Reviews-Muong_Thanh_Luxury_Da_Nang_Hotel-My_An_Da_Nang.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/IopeFjk92hPpiKVGmytefwe9nxUoqisaKdjO6dfN.png,VN,Danang,Danang,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 08:49:13,USD,18,"M__ng Thanh Luxury _à N_ng Hotel offers beachfront rooms, a spa, restaurant, and easy beach access.",,
680,Peninsula Hotel Danang,"<p>The Peninsula Hotel Danang, located at 84 Vo Nguyen Giap Street in the Man Thai Ward of Son Tra District, offers 259 rooms and suites, most of which boast stunning views of the sea, city, and Son Tra Peninsula. The hotel features a restaurant, lounge, infinity pool, gym, bar, and a ballroom, ensuring a well-rounded and luxurious experience. Combining the finest Eastern and Western hospitality with a setting of classical grandeur and timeless elegance, The Peninsula Hotel Danang provides an exceptional retreat for those seeking comfort and sophistication.</p>",5,0,0,4,16.0823461003568,108.247062223276,1,"84 Võ Nguyên Giáp, Street, S_n Trà, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g17786366-d25219919-Reviews-Peninsula_Hotel_Danang-Son_Tra_Peninsula_Da_Nang.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/C7IGP9ct2oBBEfHDnZr3pnW16XW4gLsIDlbpEJqm.jpg,VN,Danang,Danang,1,2024-11-27,2025-12-31,635,792,2024-11-27 00:00:00,2024-11-27 11:21:07,USD,18,"The Peninsula Hotel Danang offers luxurious rooms with stunning views, an infinity pool, gym, and dining options.",,
681,Radisson Hotel Danang,"<p>Radisson Hotel Da Nang is conveniently located within walking distance of My Khe Beach, the city’s longest sandy shore, and just minutes from Da Nang International Airport (DAD) and four major industrial parks. Guests can explore nearby attractions such as the Marble Mountains, Ba Na Hills, and Con Market. The hotel offers rooms with stunning views and free Wi-Fi, perfect for relaxing after a busy day of meetings or sightseeing. Enjoy a spa day, unwind in the steam room or sauna, stay active in the fitness center, or take a dip in the rooftop pool. With 24-hour concierge service and various dining options, Radisson Hotel Da Nang ensures a comfortable and convenient stay.</p>",5,0,0,4,16.0746926937327,108.24474,1,"170 Võ Nguyên Giáp, Ph__c M_, S_n Trà, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g298085-d23169144-Reviews-Radisson_Hotel_Danang-Da_Nang.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/O9ev8GCa9lc5mmWDdQ8kNaik2FgN3KUHkVhLXD8w.jpg,VN,Danang,Danang,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 08:40:28,USD,18,"Radisson Hotel Da Nang offers stylish rooms, a rooftop pool, fitness center, spa, and convenient access to attractions.",,
682,Wink Hotel Danang Riverside,"<p>Wink Hotel Danang Riverside is a vibrant riverside hotel and suite destination, offering a dynamic experience with three floors of bars, restaurants, and entertainment. Guests can also unwind at the designer Hai Pool + Bar, located on the rooftop. On one side, the hotel is steps away from the trendy My Khe Beach, home to lively beach bars, food trucks, and exquisite seafood restaurants. On the other side, you'll find the bustling energy of downtown Danang, with Wink Hotel Danang Centre nearby. For an added adventure, guests can enjoy the exclusive Private Blush Beach Club Hoi An, managed by Wink Hotels, making it the perfect blend of relaxation and excitement.</p>",5,0,0,4,16.0683812013215,108.229245338621,1,"351 _. Tr_n H_ng __o, An H_i Trung, S_n Trà, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g25197573-d25266275-Reviews-Wink_Hotel_Danang_Riverside-An_Hai_Son_Tra_Peninsula_Da_Nang.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/ZQVEfJGgLqW3aLG0YrwFSF2zCji8gUGGMjuuwFy5.jpg,VN,Danang,Danang,1,2024-12-19,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-19 05:52:10,USD,18,"Wink Hotel Danang Riverside offers vibrant dining, rooftop pool, and easy access to My Khe Beach and downtown.",,
683,Wyndham Danang Golden Bay Hotel,"<p>Wink Hotel Danang Riverside is a vibrant riverside hotel and suite destination, offering a dynamic experience with three floors of bars, restaurants, and entertainment. Guests can also unwind at the designer Hai Pool &amp; Bar, located on the rooftop. On one side, the hotel is steps away from the trendy My Khe Beach, home to lively beach bars, food trucks, and exquisite seafood restaurants. On the other side, you'll find the bustling energy of downtown Danang, with Wink Hotel Danang Centre nearby. For an added adventure, guests can enjoy the exclusive Private Blush Beach Club Hoi An, managed by Wink Hotels, making it the perfect blend of relaxation and excitement.</p>",5,0,0,4,16.0988264010708,108.223919507931,1,"01 Lê V_n Duy_t, N_i Hiên _ông, S_n Trà, _à N_ng 550000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g23338312-d13211927-Reviews-Wyndham_Danang_Golden_Bay-Nai_Hien_Dong_Son_Tra_Peninsula_Da_Nang.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/ETxudvOBEcZje1XW8TYkYoYQCLhNPirgobe7Cuvt.jpg,VN,Danang,Danang,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 08:33:53,USD,18,"Wink Hotel Danang Riverside offers a vibrant riverside experience with bars, restaurants, rooftop pool, and proximity to My Khe Beach and downtown.",,
684,Lacasa Sapa Hotel,"<p>Lacasa Sapa Hotel, nestled amidst the stunning Muong Hoa Valley and Fansipan Mountain, is just a 7-minute walk from Sapa Market, offering a tranquil retreat in the heart of Sapa. The hotel provides free Wi-Fi throughout the property and features a 24-hour front desk for convenience. Rooms are equipped with a mini-bar, fridge, hairdryer, and slippers, with options for garden, city, or mountain views. Guests can enjoy home-style local and Western cuisine at the hotel’s restaurant or opt for room service. The hotel also offers services such as luggage storage, currency exchange, and safety deposit boxes. A chargeable two-way shuttle service is available to and from Lao Cai Railway Station, about an hour’s drive away, making it easy to explore the area. The tour desk is on hand to assist with flight and train bookings or postal services.</p>",3,0,0,4,22.3364281302451,103.839371230689,1,"08B Thác B_c, TT. Sa Pa, Sa Pa, Lào Cai 330000, Vietnam",https://www.tripadvisor.com/Hotel_Review-g311304-d14031010-Reviews-Lacasa_Hotel-Sapa_Lao_Cai_Province.html,https://aahaas-prod-assets.s3.ap-southeast-1.amazonaws.com/productImages/hotels/S66msmWnwpGqIg4KIA1jIaEbONeYh5bwk6gpGTU0.jpg,VN,Sapa,Sapa,1,2024-12-18,2025-12-31,635,792,2024-11-27 00:00:00,2024-12-18 08:32:50,USD,18,"Lacasa Sapa Hotel offers comfortable rooms, dining, shuttle service, and easy access to local attractions.",,
